2,"""Veps language"""
2,"""Valbonnais dialect"""
2,"""Uighur """
2,"""Syriac"""
2,"""sr"""
2,""",Spanish,"""
2,"""spanish"""
2,"""South African English,Afrikaans,isiZulu,isiXhosa,isiNdebele,SiSwati,Southern Sotho (Sesotho),Northern Sotho (Sesotho sa Leboa/Sepedi),Setswana,Xitsonga,Tshivenda"""
2,"""Slovenian """
2,"""Slovakian"""
2,"""Sami languages"""
2,"""Rumanian"""
2,"""Romanian, German, English, Russian"""
2,"""Romanian,English"""
2,"""ro"""
2,"""Quranic Arabic"""
2,"""qhe"""
2,"""Pushto """
2,"""pt"""
2,"""Portuguese, English, Spanish, French"""
2,"""Portuguese,English"""
2,"""por"""
2,"""perl script"""
2,"""Olonets"""
2,"""Old French"""
2,"""Occitan"""
2,"""Norvegian"""
2,"""North Mesopotamian Arabic"""
2,"""Northern Sotho (Sepedi)"""
2,"""Non-linguistic"""
2,"""Nepali"""
2,"""Nenets"""
2,"""multiple languages (currently 55)"""
2,"""multiple languages"""
2,"""multilingual,All european languages,Arabic"""
2,"""Mooré"""
2,"""Moksha"""
2,"""Marathi, rural"""
2,"""Marathi"""
2,"""Mapudungun,Spanish"""
2,"""Mandarin"""
2,"""Malay"""
2,"""LSF"""
2,"""Livonian"""
2,"""Latvian """
2,"""Kashmiri"""
2,"""Kalaallisut; Greenlandic"""
2,"""Italian,Italian Sign Language"""
2,"""Iraqi Arabic"""
2,"""Iban"""
2,"""Hebrew,English"""
2,"""Gulf Arabic"""
2,"""got"""
2,"""Germanic languages"""
2,"""German,English,French,Italian,Polish,Spanish,Dutch,Czech,Slovak,Swedish,Danish,Portuguese"""
2,"""German, English"""
2,"""French, Middle (ca. 1400-1600)"""
2,"""french,english"""
2,"""Finnish Sign Language"""
2,"""Erzya"""
2,"""en\n"""
2,"""Englishu"""
2,"""English,Spanish,German"""
2,"""English, Spanish"""
2,"""English,Romanian"""
2,"""English, Korean"""
2,"""English,Hungarian"""
2,"""English, Hindi"""
2,"""English,German,Spanish"""
2,"""English,German,Italian"""
2,"""English,German,French"""
2,"""English,French,other"""
2,"""English, Finnish"""
2,"""English,Dutch,Spanish,Basque,Chinese,Japanese"""
2,"""English,Dutch"""
2,"""English, Chinese, German, Arabic"""
2,"""English, Chinese, Arabic"""
2,"""English,Bulgarian,German,Dutch,Czech,Polish,Portuguese"""
2,"""English,Arabic,Chinese"""
2,"""eng; klr; nep"""
2,"""eng; deu"""
2,"""en,de,sv,nl,and others in progress"""
2,"""En"""
2,"""Early New High German"""
2,"""Dutch,English"""
2,"""Danish,Faroese,Icelandic,Norwegian,Swedish"""
2,"""Classical Arabic"""
2,"""Chinese,Japanese"""
2,"""Chinese and English"""
2,"""cat"""
2,"""C++"""
2,"""British Sign Language"""
2,"""Breton, French"""
2,"""Bosnian"""
2,"""Bengali,Gujarati,Hindi,Punjabi,Urdu,Singhalese,Tamil"""
2,"""Belarusian"""
2,"""Asturian"""
2,"""Aramaic"""
2,"""Arabic,English,French,Indonesian,Japanese,Korean,Malaysian,Russian,Spanish,Thai,Vietnamese,Chinese"""
2,"""Arabic,Chinese,English"""
2,"""Ancient Greek"""
2,"""Amharic"""
2,"""Afrikaans,English,isiNdebele,isiXhosa,isiZulu,Sepedi,Sesotho,Setswana,Siswati,Tshivenda and Xitsonga."""
2,"""Achumawi"""
2,"""about 200 languages"""
1,"""Yoruba"""
1,"""Xhosa,Zulu,S. Sotho,Ndebele,Khwedam"""
1,"""Wolof (Niger-Congo,Senegal)"""
1,"""Wide,constantly expanding range of languages"""
1,"""Wenzhou dialect in China"""
1,"""Welsh """
1,"""Walmajarri"""
1,"""Viennese varieties"""
1,"""veneto,english"""
1,"""Venetan"""
1,"""Uyghur, Chinese"""
1,"""US English"""
1,"""Urdu,Hindi"""
1,"""Urdu, English"""
1,"""Undetermined"""
1,"""Ukrainian, Russian"""
1,"""Uighur; Uyghur"""
1,"""Tigrinya,Amharic,Quechua,K'iche',Spanish"""
1,"""Thai,Lao,Japanese,Korean,Burmese,Indonesian,Vietnamese,Mongol,Bengali,Sinhala"""
1,"""test"""
1,"""tam"""
1,"""Tagalog"""
1,"""syr"""
1,"""Swiss-German"""
1,"""Swiss-French"""
1,"""Swedish,Old Swedish"""
1,"""Swedish,English"""
1,"""Swedish,Danish,Finnish & Estonian"""
1,"""Swahili,English"""
1,"""Swahili,Arabic,English"""
1,"""Swahili,Arabic"""
1,"""sv"""
1,"""Surrey (England)"""
1,"""Standard Chinese"""
1,"""Spanish,Spanish Sign Language,LSE"""
1,"""Spanish,Italian"""
1,"""Spanish,Finnish,Swedish,English,Catalan,Galician"""
1,"""Spanish,English,German"""
1,"""Spanish, English, French."""
1,"""Spanish,English"""
1,"""Spanish,Catalan,Galician,Italian,English,Welsh,Portuguese,Asturian"""
1,"""Spanish, Catalan, Galician, Italian, English, Welsh, Portuguese, Asturian"""
1,"""Spanish, Basque"""
1,"""spa; agr"""
1,"""South African Zulu"""
1,"""South African Sign Language"""
1,"""South African English,isiXhosa"""
1,"""Sorani Kurdish"""
1,"""smi"""
1,"""SL,SiGML/HamNoSys"""
1,"""Slovenian, English"""
1,"""Simplified Chinese"""
1,"""Serbian,English"""
1,"""serbian,english"""
1,"""Russian,Russian Sign Language"""
1,"""Russian,English"""
1,"""Russian,Arabic,German,English,French"""
1,"""ru"""
1,"""Romansh """
1,"""Romanian, German, Englisch, Russian"""
1,"""Romanian, English, Russian"""
1,"""Rhine Franconian"""
1,"""R"""
1,"""Punjabi"""
1,"""Provençal, Old (to 1500)"""
1,"""Praat"""
1,"""Portuguese, English"""
1,"""Polish,English"""
1,"""polish"""
1,"""Persian,English"""
1,"""persian, english"""
1,"""persian"""
1,"""per"""
1,"""Papuan-Australian (Other)"""
1,"""Panjabi; Punjabi"""
1,"""Palula"""
1,"""Pali"""
1,"""Official Languages of India"""
1,"""North Sámi,Lule Sámi,South Sámi,Faroese"""
1,"""North Levantine Arabic """
1,"""Northern Sotho,Zulu"""
1,"""No linguistic content"""
1,"""Ngomba"""
1,"""Ngbugu"""
1,"""Nganasan"""
1,"""Ñahñú (Otomí),Purhépecha,Oshiwambo (Ndonga),Esperanto,Q'echi/Kekchi,K'iche' (Quiché),Tének (Huasteco),Interlingua,Ido,Forro,Abkhaz,Achuar-Shiwiar,Afrikaans,Aguaruna,Adja,Wama,Albanian,Amahuaca,Amuesha-Yanesha,Amarakaeri,Arabela,Armenian,Mapudungun (Mapuzgun),Arabic (Alarabia),Asante,Achehnese,Asturian (Bable),Occitan Auvergnat,Aymara,Batonu (Bariba),Baoulé/Baule,Bichelamar,Bemba,Bhojpuri,Bikol/Bicolano,Bulgarian (Balgarski),Hmong (Miao),Sichuan-Guizhou-Yunnan,Burmese/Myanmar,Bora,Bugisnese,Bambara,Breton,Basque (Euskara),Béti,Balinese,Garifuna,Cakchiquel,Cashibo-Cacataibo,Cashinahua,Chayahuita,Candoshi-Shapra,Zhuang,Cebuano,Chinanteco,Ajitlán,Chinese (Mandarin),Chickasaw,Chamorro,Cokwe,Catalan (Català),Ashàninca,Corsican,Caquinte,Campa pajonalino,Ashéninca,Seselwa Creole French,Chinanteco,Czech (Cesky),Dagbani,Dendi,Dagaare,Dinka Padang ( Thu ɔ ŋjäŋ ) ( Jaang ),Dhivehi (Maldivian),Danish (Dansk),Gonja,Dutch (Nederlands),Diola (Jola-Fogny),Edo,Sammarinese,English,Greenlandic (Inuktikut),Estonian (Eesti),Ewe/Eve,Faroese,Chin Falam,Finnish,Fijian,Fon,Frisian,Friulian (Friulano),Walloon/Wallon,Picard,French (Français),Pulaar,Peuhl,Dangme,Ga,Gagauz,Afaan Oromo (Oromiffa),Hausa/Haoussa,Georgian,Deutsch (German),Kpelewo,Gaeilge (Irish Gaelic),Galician (Galego),Gàidhlig Albanach (Scottish Gaelic),Ellinika' (Greek),Guarayo,Wayuu,Guarani,Chin Hakha,Haitian Creole (popular),Haitian Creole (Kreyol),Hebrew,Hmong (Miao) Northern East-Guizhou,Hiligaynon,Hmong (Miao) Southern East-Guizhou,Guen (Mina),Hungarian,Hani,Huitoto Murui,Huasteco,Hawaiian,Efik (Ibibio),Icelandic (Yslenska),Igbo,Iloko/Ilocano,Bahasa Indonesia,Italian,Javanese,Japanese (Nihongo),Kasem,Kabyè,Kurdish,Makonde,Kyrgyz,Crioulo (Cabo Verde),Khalkha (Mongolian),Hankuko (Korean),Fiote (Angola),Kikongo ya L'Etat (Kikongo/Kituba),Rukonzo (Konjo),Kanuri Yerwa,Kaonde,Krio,Karen (S'gaw),Luganda/Ganda,Latvian,Lozi,Limba,Lingala,Lithuanian (Lietuviskai),Sami/Lappish,Latin (Latina),Latin (Latina),Luba-Kasai (Tshiluba),Luvale,Luxembourgish (Lëtzebuergeusch),Mam,Mazateco,Jñatrjo (Mazahua),Maori,Sharanahua,Matsés,Malagasy,Mende,Madurese,Mooré/More,Mikmaq/Micmac,Miskito,Macedonian,Bahasa Melayu (Malay),Lunda/Chokwe-lunda,Kimbundu,Maltese,Umbundu,Maninka,Mozarabic (Ajami),Minangkabau,Magahi,Mixteco,Marshallese,Ngangela (Nyemba),Ndebele,Nahuatl,Nomatsiguenga,Norwegian (Nynorsk) (Norsk,Nynorsk),Norwegian (Bokmål) (Norsk,Bokmål),Lamnso' (Lám nso'),Chechewa (Nyanja),Nyanja/Chinyanja,Runyankore-rukiga/Nkore-kiga,Kinyamwezi (Nyamwezi),Nzema,Osetin (Ossetian),Paez,Nigerian Pidgin English,Tok Pisin,Tajik,Pijin (Solomons Pidgin),Palauan,Kapampangan,Ponapean,Punjabi/Panjabi,Portuguese,Pipil,Polish (Polski),Provençal,Occitan Languedocien,Karen (Pwo),Quechua del Callejon de Huaylas,Quechua de Cotahuasi (Arequipa),Quechua,Quechua de Pomabamba (Ancash),Quechua de Ambo-Pasco,Quechua de Margos (Sur de Dios de Mayo,Huanuco),Quechua de Huamalies (Huanuco),Quechua del Norte de Junin,Quechua de Cajamarca,Quichua,Quechua de Ayacucho,Quechua del Cusco,Rhaeto-Romance (Rumantsch),Romani,Vlach,Maori (Cook Islands) (Rarotongan),Kinyarwanda,Rundi/Kirundi,Romanian (Româna),Russian (Russky),Belorus (Belaruski),Sango (Sangho),Scots,Seereer,Shona,Shipibo-Conibo,Shan,Sanskrit,Slovak (Slovencina),Slovenian (Slovenscina),Samoan,Soninké (Soninkanxaane),Somali,Español (Spanish),Bosnian (Latin script),Serbian (Latin) (Srpski),Bosnian (Cyrillic script),Serbian (Cyrillic) (Srpski),Sardinian,Northern Sotho/Pedi/Sepedi,Southern Sotho/Sotho/Sesotho/Sutu/Sesutu,Sukuma,Sussu/Soussou/Sosso/Soso/Susu,Sundanese,Swahili/Kiswahili,Swedish (Svenska),Siswati,Ditammari,Turkmen,Themne (Temne),Filipino (Tagalog),Tigrinya (Tigrigna),Tahitian,Tibetan,Chin Tiddim,Tiv,Toba,Tonga,Tojol-a'b'al,Totonaco,Turkish (Türkçe),Chuuk (Trukese),Tshivenda,Changane (Mozambique),Western Sotho/Tswana/Setswana,Tetum,Akuapem Twi,Fante,Tzeltal,Tzotzil,Tamazight (Beraber),Ukrainian (Ukrayins'ka),Urarina,Uzbek (Cyrillic),Uzbek (Latin),Makua (Mozambique),Sorbian,Cymraeg (Welsh),Wolof,Waray,Xhosa,Yagua,Yao,Yoruba (Yorùbá),Yapese,Mayan (Yucateco),Zapoteco,Zapoteco,San Lucas Quiaviní,Zulu"""
1,"""Myanmar"""
1,"""Musical Notation"""
1,"""Murrinh-Patha"""
1,"""multiple language pairs (currently 72)"""
1,"""multilingual (over 200)"""
1,"""multi-lingual,mainly lesser-documented languages"""
1,"""Multilingual"""
1,"""MSA"""
1,"""mrj"""
1,"""More than one thousand languages"""
1,"""Mơ Piu"""
1,"""Mo Piu"""
1,"""Mongolian"""
1,"""Modern Standard Arabic,Egyptian Cariene Arabic"""
1,"""Modern Greek """
1,"""Mesopotamian Arabic """
1,"""Matheysin dialect"""
1,"""many (with varying coverage)"""
1,"""Manipuri, English"""
1,"""Mandarin, English"""
1,"""Mal Paharia"""
1,"""mainly English"""
1,"""Mahou"""
1,"""Luxembourgish"""
1,"""Luo,Swahili,English"""
1,"""Luo,Dholuo"""
1,"""LSE"""
1,"""LIS"""
1,"""Latvian,English"""
1,"""Latin,Greek,Gothic,Armenian,Old Church Slavonic"""
1,"""Latin,Catalan"""
1,"""Koine Greek"""
1,"""Kirghiz """
1,"""Kazakh """
1,"""Kattu Nayaka"""
1,"""kat"""
1,"""java script"""
1,"""Java, Perl Script"""
1,"""JAPE"""
1,"""Japanese Sign Language"""
1,"""Japanese,Korean,Chinese,English"""
1,"""Japanese; French"""
1,"""Japanese,Chinese"""
1,"""Japanese (and Chinese)"""
1,"""it,en"""
1,"""Italian,German,French,Spanish,English"""
1,"""Italian English"""
1,"""Italian<->English"""
1,"""Italian Dialects"""
1,"""italian,arabic"""
1,"""is"""
1,"""Irish Sign Language"""
1,"""Iraqi Arabic,Levantine Arabic,Pashto"""
1,"""Institute of Linguistics"""
1,"""Ingles"""
1,"""Indonesian,English"""
1,"""Indonesian """
1,"""index contains all languages represented in Wikipedia"""
1,"""Igbo"""
1,"""IceNLP"""
1,"""Icelandic """
1,"""Ibibio"""
1,"""Iban, Malay"""
1,"""Iban, English"""
1,"""Hungarian-Slovenian"""
1,"""Hungarian,Lithuanian"""
1,"""Hungarian,English"""
1,"""Hungarian -- but the algorithm used is language independent"""
1,"""Hindi,Urdu"""
1,"""Hindi,Telugu"""
1,"""Hindi-Gujarati, Gujarati-Hindi"""
1,"""Hindi, Bangla, Telugu"""
1,"""Hindi,Bangla,Punjabi,Oriya,Marathi,Gujrati,Konkani,Urdu,Tamil,Telugu,Malayalam,English"""
1,"""Hebrew,Maltese"""
1,"""Hanga (Ghana)"""
1,"""Gujarati"""
1,"""guh; spa"""
1,"""Greek,German,Italian"""
1,"""Greek,Bulgarian,Romanian,Turkish,Serbian,Czech"""
1,"""G?k?y?"""
1,"""German,Spanish"""
1,"""German Sign Language,German"""
1,"""German Sign Language (DGS)"""
1,"""German Sign Language """
1,"""German,Russian,English"""
1,"""German, Old High (ca.750-1050)"""
1,"""German, Middle High (ca. 1050-1500)"""
1,"""Germanic (Other)"""
1,"""German, English, Spanish"""
1,"""German,English,French,Swedish"""
1,"""German,englisch,french"""
1,"""German,Ega,Anyi"""
1,"""German, British English, American English, Telugu, Turkish, Russian"""
1,"""German (Austria)"""
1,"""German,Anyi,Ega"""
1,"""german"""
1,"""Georgian,Russian,English,German"""
1,"""Gallegan"""
1,"""Gaelic (Scots)"""
1,"""fr,en,es,de,fi,nl,pt,it,sv,de,da"""
1,"""French (this work),English,Chinese"""
1,"""French, Swiss"""
1,"""French, Spanish, English"""
1,"""French,Spanish,Catalan"""
1,"""french sign language,french,all sign languages,all writen languages"""
1,"""French Sign Language,French"""
1,"""French Sign Language,English,French"""
1,"""French, Italian, Spanish, Portuguese, English, Dutch, German, Danish, Swedish, Greek, Finnish"""
1,"""French,Italian,Spanish,Portuguese,English,Dutch,German,Danish,Swedish,Greek and Finnish"""
1,"""French, German, Spanish, English, Czech"""
1,"""French,German,Italian,Romansch"""
1,"""French,English soon"""
1,"""French,English,Romanian"""
1,"""French,English,Italian,..."""
1,"""French,English,German,Spanish,Italian,Dutch,Portuguese,Danish,Swedish"""
1,"""French,English,German,Spanish,Italian,Dutch,Portuguese"""
1,"""french, english, german, italian, spanish"""
1,"""French-English,English-French"""
1,"""french,english,arabic"""
1,"""french, english"""
1,"""French,Dutch"""
1,"""French, Belgium"""
1,"""Flemish Dutch"""
1,"""Finnish Sign Language,Finnish"""
1,"""Finnish """
1,"""Filipino"""
1,"""Fi"""
1,"""Faetar"""
1,"""European Portuguese (EP)"""
1,"""European Portuguese Dialects"""
1,"""European Portuguese"""
1,"""European Language"""
1,"""es,en.fr,it,de,nl,pt,pl,cat"""
1,"""en;nl;fr;it;es;la;de"""
1,"""eng; spa"""
1,"""eng; nav"""
1,"""eng; naf"""
1,"""eng, mus"""
1,"""Englsih, German, French and Greek"""
1,"""English (US)"""
1,"""English,Urdu collection in progress"""
1,"""English, Urdu"""
1,"""English, Traditional Chinese, Portuguese, etc"""
1,"""English,Traditional Chinese"""
1,"""English,Swedish,Turkish"""
1,"""English,Swedish (and others not used)"""
1,"""English, Swedish"""
1,"""English spoken by Japanese"""
1,"""English,Spanish,Italian,Portguese,Catalan,Galician, Welsh,Asturian"""
1,"""English,Spanish,Italian,Dutch,Chinese,Japanese"""
1,"""English,Spanish, Italian"""
1,"""English, Spanish, Italian"""
1,"""english, spanish, italian"""
1,"""English,Spanish,German,French,Russian,Japanese…"""
1,"""English,Spanish,German,French,Italian,Bulgarian,Catalan"""
1,"""English, Spanish, German"""
1,"""English,Spanish,French,Italian,Romanian,Bulgarian,Portuguese,German,Dutch,Basque"""
1,"""English, Spanish, French, German"""
1,"""English, Spanish, French, Czech, Italian, German, Hungarian"""
1,"""English-Spanish, English-Dutch"""
1,"""English,Spanish,Catalan"""
1,"""English,Spanish and others"""
1,"""english,sanskrit,nepali,..."""
1,"""English,Romanian,Russian"""
1,"""English,Romance Languages"""
1,"""English,Portuguese"""
1,"""English portion"""
1,"""English,Persian"""
1,"""English patent domain"""
1,"""English,?others"""
1,"""English,other non-english"""
1,"""English,?other"""
1,"""English,Oromoo"""
1,"""English (non-native)"""
1,"""English,Myanmar"""
1,"""English,multilingual"""
1,"""English,Modern Standard Arabic,Mandarin Chinese,Spanish"""
1,"""English, Middle"""
1,"""English (Medical Terminologies)"""
1,"""English, Mandarin Chinese, Modern Standard Arabic"""
1,"""English, Mandarin and Arabic"""
1,"""English (mainly),WSDL"""
1,"""English, lots of."""
1,"""English,Latvian,Lithuanian,Estonian,Hungarian,Polish,Bulgarian,Croatian,German,English,Czech,Danish,Dutch,Finnish,French,Romanian,Russian,Slovak,Slovenian"""
1,"""English, Japanese, Chinese"""
1,"""english,japanese"""
1,"""English,Italian,Spanish,Portuguese,Romanian,Latin"""
1,"""English,Italian,French"""
1,"""English, Italian"""
1,"""english,italian"""
1,"""English, Hungarian"""
1,"""English,Hindi,Romanian,Slovene,Serbian,Tamil,Dutch,German,Macedonian,Spanish,Gujarati,Russian,French,Italian,Georgian,Polish,Chinese,Malayalam,Tagalog, Portuguese, Norwegian, Filipino, Estonian, Turkish, Arabic, Urdu, Hungarian, Indonesian, Malay, Bulgarian, Danish, Bosnian, Marathi, Swedish, Albanian"""
1,"""English,Hindi,Marathi"""
1,"""English/Hindi, English/Arabic"""
1,"""English,German,Turkish,Telugu"""
1,"""English,German,Spanish,French,"""
1,"""English, German, Spanish"""
1,"""English,German,progressively extended"""
1,"""English,German,French,Spanish"""
1,"""English,German,French,Spanish,"""
1,"""English,German,French,Italian,Spanish,Portuguese"""
1,"""English,German,French,Italian,Spanish,Bulgarian,Dutch,Russian"""
1,"""English,German,Dutch"""
1,"""English,German,Chinese,Arabic"""
1,"""English,German,Chinese"""
1,"""English,German,Arabic,Romanian,Spanish"""
1,"""English,Galician,Portuguese"""
1,"""English, French, Spanish, Italian, German, Hungarian, Czech and Russian"""
1,"""English, French, Spanish, German, ..."""
1,"""English,French,Spanish"""
1,"""English,French,Polish,Spanish"""
1,"""English,French,Japanese,Swedish,German"""
1,"""English,French,Italian,Spanish,Portuguese,Chinese,Hebrew,Catalan,Acadian,Arabic,Armenic,Bulgarian,Greek,Hungarian,Polish,Latin"""
1,"""English,French,German,Spanish,Arabic,Chinese,Italian,Japanese,Hungarian"""
1,"""English,French,German,Italian,Spanish,Portuguese,Finnish,Swedish,Arabic,Russian,Hungarian,Bulgarian,Roumanian,Czech,Polish,Persian,Hindi,Marathi,Bengali"""
1,"""English,French,German,Italian"""
1,"""English, French, German, Finnish"""
1,"""English, French, German"""
1,"""English, French, Dutch, German"""
1,"""English,French,Arabic"""
1,"""English,extendible to others"""
1,"""English,Dutch,Spanish,Basque,Italian,Japanese,Chinese"""
1,"""English,Dutch,French,Italian,Spanish,German"""
1,"""English,Dutch,...."""
1,"""English,Czech, Russian, Spanish, German, French, Italian, Arabic, Dutch, Turkish, Portuguese, Hungarian, Polish, Slovak, Bulgarian"""
1,"""English, Czech"""
1,"""English,Chinse"""
1,"""English, Chinese, others"""
1,"""English,Chinese,German,Arabic"""
1,"""English, Chinese, Czech, German, Japanese"""
1,"""English,Chinese,Arabic,Urdu"""
1,"""English; Chinese; Arabic"""
1,"""English, Chinese and Arabic"""
1,"""English biomedical domain"""
1,"""English, Bengali, Hindi, Marathi, Urdu, Oriya"""
1,"""English,Basque"""
1,"""English, Basque"""
1,"""English,Arabic,Romanian,Spanish,French,Turkish"""
1,"""English (annotated + unannotated data), Europarl languages (unannotated bilingual data)"""
1,"""English and Wolof"""
1,"""English and any language for which a wordnet aligned to Princeton WordNet2.0 is available"""
1,"""English-Afrikaans,English-isiZulu,English-Sesotho sa Leboa"""
1,"""English (95%),WSDL,RDF-XML"""
1,"""English'"""
1,"""English,?"""
1,"""eng; fra"""
1,"""en,fr,ru,cs,it,de,sk"""
1,"""en,fr"""
1,"""en,es,pt,gl,fr,ca,eu,al,it,cs,bg,el"""
1,"""en,de,es,it,ja,zh,el,fr,nl"""
1,"""en,de,es,it,id,ko,zh"""
1,"""en,de,el,it,ja,no"""
1,"""Emglish,French"""
1,"""Egyptian,Iraqi,Levantine,Moroccan"""
1,"""Egyptian,Iraqi,Levantine,Gulf,Moroccan dialects"""
1,"""Egyptian Arabic """
1,"""Dyula"""
1,"""Dutch,Spanish,French,..."""
1,"""Dutch,Korean"""
1,"""Dutch,Hindi,Indonesian,Norwegian,Swedish,Telugu,Thai,Vietnamese and many to come"""
1,"""Dutch,French"""
1,"""Dutch,English,Spanish,Italian,Basque,Japanese,Chinese"""
1,"""dutch,english,german"""
1,"""Dutch,English,French,Moroccan,Turkish"""
1,"""Dutch,English,Finnish,Swedish"""
1,"""Dutch (BE and NL),English (UK and US)"""
1,"""dsb"""
1,"""Dreents,Dutch"""
1,"""DGS"""
1,"""deu; eng"""
1,"""Dari"""
1,"""Danish,Italian"""
